Mod:Item:MetaData, Localized Name
props:props:2356, Storage Bed Medium Wood
props:props:2357, Storage Bed Medium Wood Dark Blue
props:props:2358, Storage Bed Medium Wood Orange
props:props:2359, Storage Bed Medium Wood Purple
props:props:2360, Storage Bed Medium Wood Blue
props:props:2361, Storage Bed Medium Wood Lime
props:props:2362, Storage Bed Medium Wood Green
props:props:2363, Storage Bed Medium Wood Fuchsia
props:props:2364, Storage Bed Medium Wood Light Blue
props:props:2365, Storage Bed Medium Wood Razzle
props:props:2366, Storage Bed Medium Wood Red
props:props:2367, Storage Bed Medium Wood Pink
props:props:2368, Storage Bed Medium Wood Yellow
props:props:2369, Storage Bed Medium Wood Coral
props:props:2370, Storage Bed Medium Wood Cyan
props:props:2371, Storage Bed Medium Wood Grey
props:props:2372, Storage Bed Medium Wood Black
props:props:2373, Storage Bed Dark Wood
props:props:2374, Storage Bed Dark Wood Dark Blue
props:props:2375, Storage Bed Dark Wood Orange
props:props:2376, Storage Bed Dark Wood Purple
props:props:2377, Storage Bed Dark Wood Blue
props:props:2378, Storage Bed Dark Wood Lime
props:props:2379, Storage Bed Dark Wood Green
props:props:2380, Storage Bed Dark Wood Fuchsia
props:props:2381, Storage Bed Dark Wood Light Blue
props:props:2382, Storage Bed Dark Wood Razzle
props:props:2383, Storage Bed Dark Wood Red
props:props:2384, Storage Bed Dark Wood Pink
props:props:2385, Storage Bed Dark Wood Yellow
props:props:2386, Storage Bed Dark Wood Coral
props:props:2387, Storage Bed Dark Wood Cyan
props:props:2388, Storage Bed Dark Wood Grey
props:props:2389, Storage Bed Dark Wood Black
props:props:2390, Patron Doll CanadianCreep
props:props:2391, Patron Doll SOTMead
props:props:2392, Patron Doll QueenSis
props:props:2393, Patron Doll Danny_NL
props:props:2394, Log Bed
props:props:2395, Log Bed Dark Blue
props:props:2396, Log Bed Orange
props:props:2397, Log Bed Purple
props:props:2398, Log Bed Blue
props:props:2399, Log Bed Lime
props:props:2400, Log Bed Green
props:props:2401, Log Bed Fuchsia
props:props:2402, Log Bed Light Blue
props:props:2403, Log Bed Razzle
props:props:2404, Log Bed Red
props:props:2405, Log Bed Pink
props:props:2406, Log Bed Yellow
props:props:2407, Log Bed Coral
props:props:2408, Log Bed Cyan
props:props:2409, Log Bed Grey
props:props:2410, Log Bed Black
props:props:2411, Carpet 1
props:props:2412, Carpet 1 Dark Blue
props:props:2413, Carpet 1 Orange
props:props:2414, Carpet 1 Purple
props:props:2415, Carpet 1 Blue
props:props:2416, Carpet 1 Lime
props:props:2417, Carpet 1 Green
props:props:2418, Carpet 1 Fuchsia
props:props:2419, Carpet 1 Light Blue
props:props:2420, Carpet 1 Razzle
props:props:2421, Carpet 1 Red
props:props:2422, Carpet 1 Pink
props:props:2423, Carpet 1 Yellow
props:props:2424, Carpet 1 Coral
props:props:2425, Carpet 1 Cyan
props:props:2426, Carpet 1 Grey
props:props:2427, Carpet 1 Black
props:props:2428, Carpet 2
props:props:2429, Carpet 2 Dark Blue
props:props:2430, Carpet 2 Orange
props:props:2431, Carpet 2 Purple
props:props:2432, Carpet 2 Blue
props:props:2433, Carpet 2 Lime
props:props:2434, Carpet 2 Green
props:props:2435, Carpet 2 Fuchsia
props:props:2436, Carpet 2 Light Blue
props:props:2437, Carpet 2 Razzle
props:props:2438, Carpet 2 Red
props:props:2439, Carpet 2 Pink
props:props:2440, Carpet 2 Yellow
props:props:2441, Carpet 2 Coral
props:props:2442, Carpet 2 Cyan
props:props:2443, Carpet 2 Grey
props:props:2444, Carpet 2 Black
props:props:2445, Carpet 3
props:props:2446, Carpet 3 Dark Blue
props:props:2447, Carpet 3 Orange
props:props:2448, Carpet 3 Purple
props:props:2449, Carpet 3 Blue
props:props:2450, Carpet 3 Lime
props:props:2451, Carpet 3 Green
props:props:2452, Carpet 3 Fuchsia
props:props:2453, Carpet 3 Light Blue
props:props:2454, Carpet 3 Razzle
props:props:2455, Carpet 3 Red
props:props:2456, Carpet 3 Pink
props:props:2457, Carpet 3 Yellow
props:props:2458, Carpet 3 Coral
props:props:2459, Carpet 3 Cyan
props:props:2460, Carpet 3 Grey
props:props:2461, Carpet 3 Black
props:props:2462, Floor Cushion
props:props:2463, Floor Cushion Dark Blue
props:props:2464, Floor Cushion Orange
props:props:2465, Floor Cushion Purple
props:props:2466, Floor Cushion Blue
props:props:2467, Floor Cushion Lime
props:props:2468, Floor Cushion Green
props:props:2469, Floor Cushion Fuchsia
props:props:2470, Floor Cushion Light Blue
props:props:2471, Floor Cushion Razzle
props:props:2472, Floor Cushion Red
props:props:2473, Floor Cushion Pink
props:props:2474, Floor Cushion Yellow
props:props:2475, Floor Cushion Coral
props:props:2476, Floor Cushion Cyan
props:props:2477, Floor Cushion Grey
props:props:2478, Floor Cushion Black
props:props:2479, Soda Machine
props:props:2480, Vending Machine
props:props:2481, Creeper Cola
props:props:2482, Soda Bottles
props:props:2483, PayPhone
props:props:2484, Stop Sign
props:props:2485, Fire Hydrant
props:props:2486, Single Table Light Wood
props:props:2487, Single Table Black
props:props:2488, Single Table White Wood
props:props:2489, Single Table Medium Wood
props:props:2490, Single Table Dark Wood
props:props:2491, Double Table Light Wood
props:props:2492, Double Table Black
props:props:2493, Double Table White Wood
props:props:2494, Double Table Medium Wood
props:props:2495, Double Table Dark Wood
props:props:2496, Large Table Light Wood
props:props:2497, Large Table Black
props:props:2498, Large Table White Wood
props:props:2499, Large Table Medium Wood
props:props:2500, Large Table Dark Wood
props:props:2501, Mail Box
props:props:2502, Bus Stop
props:props:2503, Newspaper Dispenser
props:props:2505, Lantern
props:props:2506, Bus Stop Sign
props:props:2507, Mortar and Pestle
props:props:2508, Cast Iron Pot
props:props:2509, Hanging Potions
props:props:2510, Voodoo Doll
props:props:2511, Potions Shelf Tall
props:props:2512, Bottom Cabinet White
props:props:2513, Bottom Cabinet 2 White
props:props:2514, Bottom Cabinet 3 White
props:props:2515, Bottom Cabinet Corner Right White
props:props:2516, Bottom Cabinet Corner Left
props:props:2517, Bottom Cabinet Center White
props:props:2518, Top Cabinet Glass White
props:props:2519, Top Cabinet White
props:props:2520, Kitchen Shelf White
props:props:2521, Bottom Cabinet Center White
props:props:2522, Bottom Cabinet Corner Left White
props:props:2523, Bottom Cabinet Corner Right White
props:props:2524, Wall Cabinet Full White
props:props:2525, Kitchen Sink White
props:props:2526, Rocking Cradle
props:props:2527, Diaper Changing Table Medium Wood
props:props:2528, Diaper Changing Table White
props:props:2529, Diaper Changing Table Dark Wood
props:props:2530, Pride Flag 1 Gay
props:props:2531, Pride Flag 1 Aromantic
props:props:2532, Pride Flag 1 Asexual
props:props:2533, Pride Flag 1 Bisexual
props:props:2534, Pride Flag 1 Genderfluid
props:props:2535, Pride Flag 1 Lesbian
props:props:2536, Pride Flag 1 Pansexual
props:props:2537, Pride Flag 1 Trans
props:props:2538, Pride Flag 2 Gay
props:props:2539, Pride Flag 2 Aromantic
props:props:2540, Pride Flag 2 Asexual
props:props:2541, Pride Flag 2 Bisexual
props:props:2542, Pride Flag 2 Genderfluid
props:props:2543, Pride Flag 2 Lesbian
props:props:2544, Pride Flag 2 Pansexual
props:props:2545, Pride Flag 2 Trans
props:props:2546, Pile Of Books 3
props:props:2547, Ouija board
props:props:2548, AC Unit
props:props:2549, Directors Chair
props:props:2550, Old Dining Table
props:props:2551, Old Chair
props:props:2552, Old Table
props:props:2553, Old Coffee Table
props:props:2554, Iron Kettle
props:props:2555, Hanging Pots
props:props:2556, Hanging Pots 2
props:props:2557, Mannequin
props:props:2558, Potions Shelf Short
props:props:2559, Telephone Pole Bottom
props:props:2560, Telephone Pole Top
props:props:2561, Soda Fountain
props:props:2562, Ice Cream Display
props:props:2563, Pencil Cup
props:props:2564, Notebook
props:props:2565, Ladder
props:props:2566, Wicker Armchair
props:props:2567, Wicker Table Tall
props:props:2568, Wicker Table Small
props:props:2569, Wicker Couch Left
props:props:2570, Wicker Couch Center
props:props:2571, Wicker Couch Right
props:props:2572, Cardboard Box
props:props:2574, Humidifier
props:props:2575, Day Bed
props:props:2576, Day Bed Dark Blue
props:props:2577, Day Bed Orange
props:props:2578, Day Bed Purple
props:props:2579, Day Bed Blue
props:props:2580, Day Bed Lime
props:props:2581, Day Bed Green
props:props:2582, Day Bed Fuchsia
props:props:2583, Day Bed Light Blue
props:props:2584, Day Bed Razzle
props:props:2585, Day Bed Red
props:props:2586, Day Bed Pink
props:props:2587, Day Bed Yellow
props:props:2588, Day Bed Coral
props:props:2589, Day Bed Cyan
props:props:2590, Dinosaur Plush
props:props:2591, Backpack
props:props:2592, Backpack Blue
props:props:2593, Backpack Orange
props:props:2594, Backpack Purple
props:props:2595, Backpack Blue
props:props:2596, Backpack Lime
props:props:2597, Backpack Green
props:props:2598, Backpack Fuchsia
props:props:2599, Backpack Light Blue
props:props:2600, Backpack Razzle
props:props:2601, Backpack Red
props:props:2602, Backpack Pink
props:props:2603, Backpack Yellow
props:props:2604, Backpack Coral
props:props:2605, Backpack Cyan
props:props:2606, Calendar
props:props:2607, Mineopoly
props:props:2608, Moomin Plush
props:props:2609, Kirby Plush
props:props:2610, Stuffed Elephant
props:props:2611, Plush Alpaca
props:props:2612, Cassette Player
props:props:2613, Raggedy ann
props:props:2614, Clothes Rack
props:props:2615, First Aid Kit
props:props:2616, Japanese Shrine
props:props:2617, Japanese archway
props:props:2618, Stone Lantern
props:props:2619, Toy Car
props:props:2620, Sock Monkey
props:props:2621, Plush Frog
props:props:2622, Hanging Fern
props:props:2623, Hanging Lily
props:props:2624, Vacuum Cleaner
props:props:2626, Storage Desk White
props:props:2627, Storage Desk Black
props:props:2628, Storage Desk Dark
props:props:2629, Storage Desk Light
props:props:2630, Storage Desk Medium
props:props:2631, Drawers White
props:props:2632, Drawers Medium Wood
props:props:2633, Drawers Dark Wood
props:props:2634, Drawers Light Wood
props:props:2635, Drawers Black
props:props:2636, Bathroom Shelf
props:props:2637, Hanging Ghost
props:props:2638, Poster Close Encounters
props:props:2639, Poster Rocky Horror Picture Show
props:props:2640, Poster Watchmen
props:props:2641, Poster Back to the Future
props:props:2642, Poster Ghostbusters
props:props:2643, Poster Jaws
props:props:2644, Poster The Exorcist
props:props:2645, Poster Tron
props:props:2646, Poster Fargo
props:props:2647, Poster The Nightmare Before Christmas
props:props:2648, Poster Akira
props:props:2649, Poster Children of the Corn
props:props:2650, Poster Arachnophobia
props:props:2651, Poster Star Wars
props:props:2652, Poster The Empire Strikes Back
props:props:2653, Poster Batman
props:props:2654, Poster Alien
props:props:2655, Poster MIB
props:props:2656, Poster ET
props:props:2657, Poster Return of the Jedi
props:props:2658, Poster Jurassic Park
props:props:2659, Poster Planet of the Apes
props:props:2660, Poster The Thing
props:props:2661, Wrought Iron Bed
props:props:2662, Patron Doll jewelzdevone
props:props:2663, Unicorn Plush
props:props:2664, Cat Clock
props:props:2668, Wicker Table Round
props:props:2669, Wicker Bed Chest
props:props:2671, Wicker Chair
props:props:2672, Wicker Couch Corner
props:props:2673, Wicker Screen Single
props:props:2674, Wicker Screen
props:props:2675, Wicker Bed
props:props:2676, Door 1 Left Black
props:props:2677, Door 1 Right Black
props:props:2678, Door 1 Left White
props:props:2679, Door 1 Right White
props:props:2680, Door 2 Left Black
props:props:2681, Door 2 Right Black
props:props:2682, Door 2 Left White
props:props:2683, Door 2 Right White
props:props:2684, Patron Doll MCenderdragon
props:props:2685, Bedside Shelf Light Wood
props:props:2686, Bedside Shelf Medium Wood
props:props:2687, Bedside Shelf Dark Wood
props:props:2688, Bedside Shelf White
props:props:2689, Bedside Shelf Black
props:props:2690, Grocery Bag
props:props:2691, Grocery Basket
props:props:2692, Patron Doll Quixy
props:props:2693, Scalemate
props:props:2694, Tiny window
props:props:2695, Bay Window Dark Blue
props:props:2696, Bay Window Orange
props:props:2697, Bay Window Purple
props:props:2698, Bay Window Blue
props:props:2699, Bay Window Lime
props:props:2700, Bay Window Green
props:props:2701, Bay Window Fuchsia
props:props:2702, Bay Window Light Blue
props:props:2703, Bay Window Razzle
props:props:2704, Bay Window Red
props:props:2705, Bay Window Pink
props:props:2706, Bay Window Yellow
props:props:2707, Bay Window Coral
props:props:2708, Bay Window Cyan
props:props:2709, Bay Window Light Wood
props:props:2710, Bay Window Medium Wood
props:props:2711, Bay Window Dark Wood
props:props:2712, Minetendo Switch Pink Green
props:props:2713, Minetendo Switch Red Blue
props:props:2714, Minetendo Switch Gray
props:props:2715, Minetendo Switch Yellow
props:props:2716, Switch Dock Pink Green
props:props:2717, Switch Dock Red Blue
props:props:2718, Switch Dock Gray
props:props:2719, Switch Dock Yellow
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
props:tool, Decowand
draconicevolution:draconium_ore:0, Draconium Ore
draconicevolution:draconium_ore:1, Nether Draconium Ore
draconicevolution:draconium_ore:2, Ender Draconium Ore
draconicevolution:draconium_block:0, Draconium Block
draconicevolution:draconium_block:1, Charged Draconium Block
draconicevolution:draconic_block, Awakened Draconium Block
draconicevolution:infused_obsidian, Draconium Infused Obsidian
draconicevolution:portal, Portal
draconicevolution:item_dislocation_inhibitor, Dislocation Normalization Field Projector
draconicevolution:generator, Generator
draconicevolution:grinder, Mob Grinder
draconicevolution:particle_generator:0, Particle Generator
draconicevolution:particle_generator:2, Energy Core Stabilizer
draconicevolution:energy_infuser, Energy Infuser
draconicevolution:dislocator_receptacle, Dislocator Receptacle
draconicevolution:dislocator_pedestal, Dislocator Pedestal
draconicevolution:rain_sensor, Rain Sensor
draconicevolution:diss_enchanter, Disenchanter
draconicevolution:potentiometer, Potentiometer
draconicevolution:entity_detector:0, Entity Detector
draconicevolution:entity_detector:1, Advanced Entity Detector
draconicevolution:energy_storage_core, Energy Core
draconicevolution:energy_pylon, Energy Pylon
draconicevolution:invis_e_core_block, tile.draconicevolution:invis_e_core_block.name
draconicevolution:fusion_crafting_core, Fusion Crafting Core
draconicevolution:crafting_injector:0, Basic Fusion Crafting Injector
draconicevolution:crafting_injector:1, Wyvern Fusion Crafting Injector
draconicevolution:crafting_injector:2, Draconic Fusion Crafting Injector
draconicevolution:crafting_injector:3, Chaotic Fusion Crafting Injector
draconicevolution:celestial_manipulator, Celestial Manipulator
draconicevolution:energy_crystal:0, Basic Energy Relay Crystal
draconicevolution:energy_crystal:1, Wyvern Energy Relay Crystal
draconicevolution:energy_crystal:2, Draconic Energy Relay Crystal
draconicevolution:energy_crystal:3, Basic Energy I/O Crystal
draconicevolution:energy_crystal:4, Wyvern Energy I/O Crystal
draconicevolution:energy_crystal:5, Draconic Energy I/O Crystal
draconicevolution:energy_crystal:6, Basic Wireless Energy Crystal
draconicevolution:energy_crystal:7, Wyvern Wireless Energy Crystal
draconicevolution:energy_crystal:8, Draconic Wireless Energy Crystal
draconicevolution:flow_gate:0, Flux Gate
draconicevolution:flow_gate:8, Fluid Gate
draconicevolution:reactor_core, Draconic Reactor Core
